// Validating benchmarks:
No exporters defined, results will not be persisted.
WorkloadActual  80: 8388608 op, 748872400.00 ns, 89.2725 ns/op
WorkloadActual  81: 8388608 op, 825779100.00 ns, 98.4405 ns/op
WorkloadActual  82: 8388608 op, 757764200.00 ns, 90.3325 ns/op
WorkloadActual  83: 8388608 op, 739532800.00 ns, 88.1592 ns/op
WorkloadActual  84: 8388608 op, 702789600.00 ns, 83.7790 ns/op
WorkloadActual  85: 8388608 op, 735742300.00 ns, 87.7073 ns/op
WorkloadActual  86: 8388608 op, 720937100.00 ns, 85.9424 ns/op
WorkloadActual  87: 8388608 op, 671191100.00 ns, 80.0122 ns/op
WorkloadActual  88: 8388608 op, 751214300.00 ns, 89.5517 ns/op
WorkloadActual  89: 8388608 op, 782292200.00 ns, 93.2565 ns/op
WorkloadActual  90: 8388608 op, 699464800.00 ns, 83.3827 ns/op
WorkloadActual  91: 8388608 op, 679865200.00 ns, 81.0462 ns/op
WorkloadActual  92: 8388608 op, 678611200.00 ns, 80.8968 ns/op
WorkloadActual  93: 8388608 op, 652900200.00 ns, 77.8318 ns/op
WorkloadActual  94: 8388608 op, 667232500.00 ns, 79.5403 ns/op
WorkloadActual  95: 8388608 op, 655079700.00 ns, 78.0916 ns/op
WorkloadActual  96: 8388608 op, 733813400.00 ns, 87.4774 ns/op
WorkloadActual  97: 8388608 op, 666554500.00 ns, 79.4595 ns/op
WorkloadActual  98: 8388608 op, 722600300.00 ns, 86.1407 ns/op
WorkloadActual  99: 8388608 op, 807295700.00 ns, 96.2371 ns/op
WorkloadActual  100: 8388608 op, 721886000.00 ns, 86.0555 ns/op

WorkloadResult   1: 8388608 op, 732635300.00 ns, 87.3369 ns/op
WorkloadResult   2: 8388608 op, 645123500.00 ns, 76.9047 ns/op
WorkloadResult   3: 8388608 op, 610778100.00 ns, 72.8104 ns/op
WorkloadResult   4: 8388608 op, 616707600.00 ns, 73.5173 ns/op
WorkloadResult   5: 8388608 op, 631518000.00 ns, 75.2828 ns/op
WorkloadResult   6: 8388608 op, 907581500.00 ns, 108.1921 ns/op
WorkloadResult   7: 8388608 op, 677124700.00 ns, 80.7196 ns/op
WorkloadResult   8: 8388608 op, 687866000.00 ns, 82.0000 ns/op
WorkloadResult   9: 8388608 op, 693444300.00 ns, 82.6650 ns/op
WorkloadResult  10: 8388608 op, 688726600.00 ns, 82.1026 ns/op
WorkloadResult  11: 8388608 op, 622898300.00 ns, 74.2553 ns/op
WorkloadResult  12: 8388608 op, 655475500.00 ns, 78.1388 ns/op
WorkloadResult  13: 8388608 op, 744420700.00 ns, 88.7419 ns/op
WorkloadResult  14: 8388608 op, 648500200.00 ns, 77.3072 ns/op
WorkloadResult  15: 8388608 op, 624415000.00 ns, 74.4361 ns/op
WorkloadResult  16: 8388608 op, 641459000.00 ns, 76.4679 ns/op
WorkloadResult  17: 8388608 op, 732855600.00 ns, 87.3632 ns/op
WorkloadResult  18: 8388608 op, 639154000.00 ns, 76.1931 ns/op
WorkloadResult  19: 8388608 op, 753286500.00 ns, 89.7987 ns/op
WorkloadResult  20: 8388608 op, 839549700.00 ns, 100.0821 ns/op
WorkloadResult  21: 8388608 op, 905863000.00 ns, 107.9873 ns/op
WorkloadResult  22: 8388608 op, 709568600.00 ns, 84.5872 ns/op
WorkloadResult  23: 8388608 op, 676621100.00 ns, 80.6595 ns/op
WorkloadResult  24: 8388608 op, 721133000.00 ns, 85.9658 ns/op
WorkloadResult  25: 8388608 op, 704529500.00 ns, 83.9865 ns/op
WorkloadResult  26: 8388608 op, 655567000.00 ns, 78.1497 ns/op
WorkloadResult  27: 8388608 op, 745707000.00 ns, 88.8952 ns/op
WorkloadResult  28: 8388608 op, 781397700.00 ns, 93.1499 ns/op
WorkloadResult  29: 8388608 op, 794046600.00 ns, 94.6577 ns/op
WorkloadResult  30: 8388608 op, 749813400.00 ns, 89.3847 ns/op
WorkloadResult  31: 8388608 op, 652525400.00 ns, 77.7871 ns/op
WorkloadResult  32: 8388608 op, 671707800.00 ns, 80.0738 ns/op
WorkloadResult  33: 8388608 op, 693574100.00 ns, 82.6805 ns/op
WorkloadResult  34: 8388608 op, 687694300.00 ns, 81.9795 ns/op
WorkloadResult  35: 8388608 op, 706430900.00 ns, 84.2131 ns/op
WorkloadResult  36: 8388608 op, 806637300.00 ns, 96.1587 ns/op
WorkloadResult  37: 8388608 op, 748486800.00 ns, 89.2266 ns/op
WorkloadResult  38: 8388608 op, 807792100.00 ns, 96.2963 ns/op
WorkloadResult  39: 8388608 op, 758530500.00 ns, 90.4239 ns/op
WorkloadResult  40: 8388608 op, 815449000.00 ns, 97.2091 ns/op
WorkloadResult  41: 8388608 op, 817837500.00 ns, 97.4938 ns/op
WorkloadResult  42: 8388608 op, 832551100.00 ns, 99.2478 ns/op
WorkloadResult  43: 8388608 op, 930135600.00 ns, 110.8808 ns/op
WorkloadResult  44: 8388608 op, 829128700.00 ns, 98.8398 ns/op
WorkloadResult  45: 8388608 op, 797852900.00 ns, 95.1115 ns/op
WorkloadResult  46: 8388608 op, 792559600.00 ns, 94.4805 ns/op
WorkloadResult  47: 8388608 op, 742743300.00 ns, 88.5419 ns/op
WorkloadResult  48: 8388608 op, 845795500.00 ns, 100.8267 ns/op
WorkloadResult  49: 8388608 op, 774264700.00 ns, 92.2995 ns/op
WorkloadResult  50: 8388608 op, 766746400.00 ns, 91.4033 ns/op
WorkloadResult  51: 8388608 op, 673113000.00 ns, 80.2413 ns/op
WorkloadResult  52: 8388608 op, 707484400.00 ns, 84.3387 ns/op
WorkloadResult  53: 8388608 op, 786148000.00 ns, 93.7161 ns/op
WorkloadResult  54: 8388608 op, 774352500.00 ns, 92.3100 ns/op
WorkloadResult  55: 8388608 op, 721073200.00 ns, 85.9586 ns/op
WorkloadResult  56: 8388608 op, 827473400.00 ns, 98.6425 ns/op
WorkloadResult  57: 8388608 op, 768887200.00 ns, 91.6585 ns/op
WorkloadResult  58: 8388608 op, 806541700.00 ns, 96.1473 ns/op
WorkloadResult  59: 8388608 op, 765784800.00 ns, 91.2887 ns/op
WorkloadResult  60: 8388608 op, 727529300.00 ns, 86.7283 ns/op
WorkloadResult  61: 8388608 op, 714513900.00 ns, 85.1767 ns/op
WorkloadResult  62: 8388608 op, 704703100.00 ns, 84.0072 ns/op
WorkloadResult  63: 8388608 op, 742779000.00 ns, 88.5462 ns/op
WorkloadResult  64: 8388608 op, 806839300.00 ns, 96.1827 ns/op
WorkloadResult  65: 8388608 op, 745891200.00 ns, 88.9172 ns/op
WorkloadResult  66: 8388608 op, 785459000.00 ns, 93.6340 ns/op
WorkloadResult  67: 8388608 op, 756634000.00 ns, 90.1978 ns/op
WorkloadResult  68: 8388608 op, 747970000.00 ns, 89.1650 ns/op
WorkloadResult  69: 8388608 op, 781817000.00 ns, 93.1998 ns/op
WorkloadResult  70: 8388608 op, 798013800.00 ns, 95.1307 ns/op
WorkloadResult  71: 8388608 op, 768230200.00 ns, 91.5802 ns/op
WorkloadResult  72: 8388608 op, 708019900.00 ns, 84.4025 ns/op
WorkloadResult  73: 8388608 op, 685846300.00 ns, 81.7593 ns/op
WorkloadResult  74: 8388608 op, 690974100.00 ns, 82.3705 ns/op
WorkloadResult  75: 8388608 op, 729346800.00 ns, 86.9449 ns/op
WorkloadResult  76: 8388608 op, 713584400.00 ns, 85.0659 ns/op
WorkloadResult  77: 8388608 op, 790491100.00 ns, 94.2339 ns/op
WorkloadResult  78: 8388608 op, 722476200.00 ns, 86.1259 ns/op
WorkloadResult  79: 8388608 op, 704244800.00 ns, 83.9525 ns/op
WorkloadResult  80: 8388608 op, 667501600.00 ns, 79.5724 ns/op
WorkloadResult  81: 8388608 op, 700454300.00 ns, 83.5007 ns/op
WorkloadResult  82: 8388608 op, 685649100.00 ns, 81.7357 ns/op
WorkloadResult  83: 8388608 op, 635903100.00 ns, 75.8056 ns/op
WorkloadResult  84: 8388608 op, 715926300.00 ns, 85.3451 ns/op
WorkloadResult  85: 8388608 op, 747004200.00 ns, 89.0498 ns/op
WorkloadResult  86: 8388608 op, 664176800.00 ns, 79.1760 ns/op
WorkloadResult  87: 8388608 op, 644577200.00 ns, 76.8396 ns/op
WorkloadResult  88: 8388608 op, 643323200.00 ns, 76.6901 ns/op
WorkloadResult  89: 8388608 op, 617612200.00 ns, 73.6251 ns/op
WorkloadResult  90: 8388608 op, 631944500.00 ns, 75.3337 ns/op
WorkloadResult  91: 8388608 op, 619791700.00 ns, 73.8849 ns/op
WorkloadResult  92: 8388608 op, 698525400.00 ns, 83.2707 ns/op
WorkloadResult  93: 8388608 op, 631266500.00 ns, 75.2528 ns/op
WorkloadResult  94: 8388608 op, 687312300.00 ns, 81.9340 ns/op
WorkloadResult  95: 8388608 op, 772007700.00 ns, 92.0305 ns/op
WorkloadResult  96: 8388608 op, 686598000.00 ns, 81.8489 ns/op


Mean = 86.702 ns, StdErr = 0.849 ns (0.98%), N = 96, StdDev = 8.318 ns
Min = 72.810 ns, Q1 = 80.705 ns, Median = 85.962 ns, Q3 = 92.302 ns, Max = 110.881 ns
IQR = 11.598 ns, LowerFence = 63.308 ns, UpperFence = 109.699 ns
ConfidenceInterval = [83.820 ns; 89.585 ns] (CI 99.9%), Margin = 2.883 ns (3.33% of Mean)
Skewness = 0.46, Kurtosis = 2.88, MValue = 4.24

// **************************
// Benchmark: ThirdBenchmark.Benchmark_Current: Job-UAIBHC(Toolchain=InProcessEmitToolchain) [N=200, fill=95]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.6 (CoreCLR 4.700.20.26901, CoreFX 4.700.20.31603), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UAIBHC(Toolchain=InProcessEmitToolchain)

OverheadJitting  1: 1 op, 318900.00 ns, 318.9000 us/op
WorkloadJitting  1: 1 op, 245800.00 ns, 245.8000 us/op

OverheadJitting  2: 16 op, 856300.00 ns, 53.5187 us/op
WorkloadJitting  2: 16 op, 878500.00 ns, 54.9062 us/op

WorkloadPilot    1: 16 op, 9000.00 ns, 562.5000 ns/op
WorkloadPilot    2: 32 op, 10000.00 ns, 312.5000 ns/op
WorkloadPilot    3: 64 op, 16900.00 ns, 264.0625 ns/op
WorkloadPilot    4: 128 op, 26500.00 ns, 207.0312 ns/op
WorkloadPilot    5: 256 op, 47200.00 ns, 184.3750 ns/op
WorkloadPilot    6: 512 op, 95200.00 ns, 185.9375 ns/op
WorkloadPilot    7: 1024 op, 251800.00 ns, 245.8984 ns/op
WorkloadPilot    8: 2048 op, 782900.00 ns, 382.2754 ns/op
WorkloadPilot    9: 4096 op, 691500.00 ns, 168.8232 ns/op
WorkloadPilot   10: 8192 op, 2314800.00 ns, 282.5684 ns/op
WorkloadPilot   11: 16384 op, 3173300.00 ns, 193.6829 ns/op
WorkloadPilot   12: 32768 op, 7188500.00 ns, 219.3756 ns/op
WorkloadPilot   13: 65536 op, 13865400.00 ns, 211.5692 ns/op
WorkloadPilot   14: 131072 op, 26323100.00 ns, 200.8293 ns/op
WorkloadPilot   15: 262144 op, 67295900.00 ns, 256.7135 ns/op
WorkloadPilot   16: 524288 op, 121619500.00 ns, 231.9708 ns/op
WorkloadPilot   17: 1048576 op, 230409600.00 ns, 219.7357 ns/op
WorkloadPilot   18: 2097152 op, 449493400.00 ns, 214.3352 ns/op
WorkloadPilot   19: 4194304 op, 792681500.00 ns, 188.9900 ns/op

OverheadWarmup   1: 4194304 op, 18330100.00 ns, 4.3702 ns/op
OverheadWarmup   2: 4194304 op, 19158500.00 ns, 4.5677 ns/op
OverheadWarmup   3: 4194304 op, 20824400.00 ns, 4.9649 ns/op
OverheadWarmup   4: 4194304 op, 18286700.00 ns, 4.3599 ns/op
OverheadWarmup   5: 4194304 op, 18547200.00 ns, 4.4220 ns/op
OverheadWarmup   6: 4194304 op, 19322300.00 ns, 4.6068 ns/op
OverheadWarmup   7: 4194304 op, 18554900.00 ns, 4.4238 ns/op

OverheadActual   1: 4194304 op, 18353700.00 ns, 4.3759 ns/op
OverheadActual   2: 4194304 op, 18138700.00 ns, 4.3246 ns/op
OverheadActual   3: 4194304 op, 18340500.00 ns, 4.3727 ns/op
OverheadActual   4: 4194304 op, 19576800.00 ns, 4.6675 ns/op
OverheadActual   5: 4194304 op, 19699000.00 ns, 4.6966 ns/op
OverheadActual   6: 4194304 op, 18484800.00 ns, 4.4071 ns/op
OverheadActual   7: 4194304 op, 18682000.00 ns, 4.4541 ns/op
OverheadActual   8: 4194304 op, 18893100.00 ns, 4.5045 ns/op
OverheadActual   9: 4194304 op, 19119000.00 ns, 4.5583 ns/op
OverheadActual  10: 4194304 op, 18862200.00 ns, 4.4971 ns/op
OverheadActual  11: 4194304 op, 19477100.00 ns, 4.6437 ns/op
OverheadActual  12: 4194304 op, 20091500.00 ns, 4.7902 ns/op
OverheadActual  13: 4194304 op, 19532500.00 ns, 4.6569 ns/op
OverheadActual  14: 4194304 op, 19817500.00 ns, 4.7249 ns/op
OverheadActual  15: 4194304 op, 20531900.00 ns, 4.8952 ns/op

WorkloadWarmup   1: 4194304 op, 906216800.00 ns, 216.0589 ns/op
WorkloadWarmup   2: 4194304 op, 894017700.00 ns, 213.1504 ns/op
WorkloadWarmup   3: 4194304 op, 861697500.00 ns, 205.4447 ns/op
WorkloadWarmup   4: 4194304 op, 833391400.00 ns, 198.6960 ns/op
WorkloadWarmup   5: 4194304 op, 824400900.00 ns, 196.5525 ns/op
WorkloadWarmup   6: 4194304 op, 851273000.00 ns, 202.9593 ns/op
WorkloadWarmup   7: 4194304 op, 833729100.00 ns, 198.7765 ns/op
WorkloadWarmup   8: 4194304 op, 797001800.00 ns, 190.0200 ns/op
WorkloadWarmup   9: 4194304 op, 805806200.00 ns, 192.1192 ns/op
WorkloadWarmup  10: 4194304 op, 817505400.00 ns, 194.9085 ns/op
WorkloadWarmup  11: 4194304 op, 896217200.00 ns, 213.6748 ns/op
WorkloadWarmup  12: 4194304 op, 873541300.00 ns, 208.2685 ns/op

WorkloadActual   1: 4194304 op, 967426800.00 ns, 230.6525 ns/op
WorkloadActual   2: 4194304 op, 954418600.00 ns, 227.5511 ns/op
WorkloadActual   3: 4194304 op, 898905600.00 ns, 214.3158 ns/op
WorkloadActual   4: 4194304 op, 865286800.00 ns, 206.3004 ns/op
WorkloadActual   5: 4194304 op, 864936400.00 ns, 206.2169 ns/op
WorkloadActual   6: 4194304 op, 937535400.00 ns, 223.5259 ns/op
WorkloadActual   7: 4194304 op, 791606800.00 ns, 188.7338 ns/op
WorkloadActual   8: 4194304 op, 858702600.00 ns, 204.7307 ns/op
WorkloadActual   9: 4194304 op, 850887400.00 ns, 202.8674 ns/op
WorkloadActual  10: 4194304 op, 869294400.00 ns, 207.2559 ns/op
WorkloadActual  11: 4194304 op, 839685400.00 ns, 200.1966 ns/op
WorkloadActual  12: 4194304 op, 913512500.00 ns, 217.7984 ns/op
WorkloadActual  13: 4194304 op, 848987800.00 ns, 202.4145 ns/op
WorkloadActual  14: 4194304 op, 891658600.00 ns, 212.5880 ns/op
WorkloadActual  15: 4194304 op, 840599400.00 ns, 200.4145 ns/op
WorkloadActual  16: 4194304 op, 825839200.00 ns, 196.8954 ns/op
WorkloadActual  17: 4194304 op, 870558000.00 ns, 207.5572 ns/op
WorkloadActual  18: 4194304 op, 840596400.00 ns, 200.4138 ns/op
WorkloadActual  19: 4194304 op, 862402200.00 ns, 205.6127 ns/op
WorkloadActual  20: 4194304 op, 837046400.00 ns, 199.5674 ns/op
WorkloadActual  21: 4194304 op, 929992100.00 ns, 221.7274 ns/op
WorkloadActual  22: 4194304 op, 869871100.00 ns, 207.3934 ns/op
WorkloadActual  23: 4194304 op, 871150000.00 ns, 207.6983 ns/op
WorkloadActual  24: 4194304 op, 892570700.00 ns, 212.8054 ns/op
WorkloadActual  25: 4194304 op, 854754200.00 ns, 203.7893 ns/op
WorkloadActual  26: 4194304 op, 882904000.00 ns, 210.5007 ns/op
WorkloadActual  27: 4194304 op, 869818300.00 ns, 207.3808 ns/op
WorkloadActual  28: 4194304 op, 796255800.00 ns, 189.8422 ns/op
WorkloadActual  29: 4194304 op, 798508200.00 ns, 190.3792 ns/op
WorkloadActual  30: 4194304 op, 785029100.00 ns, 187.1655 ns/op
WorkloadActual  31: 4194304 op, 790192100.00 ns, 188.3965 ns/op
WorkloadActual  32: 4194304 op, 800274300.00 ns, 190.8003 ns/op
WorkloadActual  33: 4194304 op, 780510100.00 ns, 186.0881 ns/op
WorkloadActual  34: 4194304 op, 790786700.00 ns, 188.5382 ns/op
WorkloadActual  35: 4194304 op, 811947800.00 ns, 193.5834 ns/op
WorkloadActual  36: 4194304 op, 796938700.00 ns, 190.0050 ns/op
WorkloadActual  37: 4194304 op, 791520500.00 ns, 188.7132 ns/op
WorkloadActual  38: 4194304 op, 821545500.00 ns, 195.8717 ns/op
WorkloadActual  39: 4194304 op, 823829200.00 ns, 196.4162 ns/op
WorkloadActual  40: 4194304 op, 823550300.00 ns, 196.3497 ns/op
WorkloadActual  41: 4194304 op, 812910400.00 ns, 193.8129 ns/op
WorkloadActual  42: 4194304 op, 809242000.00 ns, 192.9383 ns/op
WorkloadActual  43: 4194304 op, 795490000.00 ns, 189.6596 ns/op
WorkloadActual  44: 4194304 op, 813777900.00 ns, 194.0198 ns/op
WorkloadActual  45: 4194304 op, 921936700.00 ns, 219.8068 ns/op
WorkloadActual  46: 4194304 op, 903937900.00 ns, 215.5156 ns/op
WorkloadActual  47: 4194304 op, 956452700.00 ns, 228.0361 ns/op
WorkloadActual  48: 4194304 op, 901832600.00 ns, 215.0136 ns/op
WorkloadActual  49: 4194304 op, 906174000.00 ns, 216.0487 ns/op
WorkloadActual  50: 4194304 op, 989641600.00 ns, 235.9489 ns/op
WorkloadActual  51: 4194304 op, 911488700.00 ns, 217.3158 ns/op
WorkloadActual  52: 4194304 op, 875912700.00 ns, 208.8339 ns/op
WorkloadActual  53: 4194304 op, 853136700.00 ns, 203.4036 ns/op
WorkloadActual  54: 4194304 op, 953917400.00 ns, 227.4316 ns/op
WorkloadActual  55: 4194304 op, 1008953700.00 ns, 240.5533 ns/op
WorkloadActual  56: 4194304 op, 971767900.00 ns, 231.6875 ns/op
WorkloadActual  57: 4194304 op, 960724900.00 ns, 229.0547 ns/op
WorkloadActual  58: 4194304 op, 888039700.00 ns, 211.7252 ns/op
WorkloadActual  59: 4194304 op, 984440300.00 ns, 234.7089 ns/op
WorkloadActual  60: 4194304 op, 989075500.00 ns, 235.8140 ns/op
WorkloadActual  61: 4194304 op, 898258600.00 ns, 214.1615 ns/op
WorkloadActual  62: 4194304 op, 998591500.00 ns, 238.0828 ns/op
WorkloadActual  63: 4194304 op, 921300800.00 ns, 219.6552 ns/op
WorkloadActual  64: 4194304 op, 977740600.00 ns, 233.1115 ns/op
WorkloadActual  65: 4194304 op, 1029225700.00 ns, 245.3865 ns/op
WorkloadActual  66: 4194304 op, 873038500.00 ns, 208.1486 ns/op
WorkloadActual  67: 4194304 op, 899198500.00 ns, 214.3856 ns/op
WorkloadActual  68: 4194304 op, 833703400.00 ns, 198.7704 ns/op
WorkloadActual  69: 4194304 op, 845256000.00 ns, 201.5247 ns/op
WorkloadActual  70: 4194304 op, 893500500.00 ns, 213.0271 ns/op
WorkloadActual  71: 4194304 op, 907364600.00 ns, 216.3326 ns/op
WorkloadActual  72: 4194304 op, 897380500.00 ns, 213.9522 ns/op
WorkloadActual  73: 4194304 op, 931469100.00 ns, 222.0795 ns/op
WorkloadActual  74: 4194304 op, 953799500.00 ns, 227.4035 ns/op
WorkloadActual  75: 4194304 op, 937546000.00 ns, 223.5284 ns/op
WorkloadActual  76: 4194304 op, 949679100.00 ns, 226.4211 ns/op
WorkloadActual  77: 4194304 op, 929603400.00 ns, 221.6347 ns/op
WorkloadActual  78: 4194304 op, 856993400.00 ns, 204.3231 ns/op
WorkloadActual  79: 4194304 op, 880230200.00 ns, 209.8632 ns/op
WorkloadActual  80: 4194304 op, 967109000.00 ns, 230.5768 ns/op
WorkloadActual  81: 4194304 op, 963640000.00 ns, 229.7497 ns/op
WorkloadActual  82: 4194304 op, 919546000.00 ns, 219.2369 ns/op
WorkloadActual  83: 4194304 op, 934287800.00 ns, 222.7516 ns/op
WorkloadActual  84: 4194304 op, 869874800.00 ns, 207.3943 ns/op
WorkloadActual  85: 4194304 op, 856338700.00 ns, 204.1671 ns/op
WorkloadActual  86: 4194304 op, 855930000.00 ns, 204.0696 ns/op
WorkloadActual  87: 4194304 op, 926413200.00 ns, 220.8741 ns/op
WorkloadActual  88: 4194304 op, 950736100.00 ns, 226.6732 ns/op
WorkloadActual  89: 4194304 op, 836739100.00 ns, 199.4941 ns/op
WorkloadActual  90: 4194304 op, 866491900.00 ns, 206.5878 ns/op
WorkloadActual  91: 4194304 op, 875560400.00 ns, 208.7499 ns/op
WorkloadActual  92: 4194304 op, 1055084500.00 ns, 251.5517 ns/op
WorkloadActual  93: 4194304 op, 1028122000.00 ns, 245.1234 ns/op
WorkloadActual  94: 4194304 op, 937051400.00 ns, 223.4105 ns/op
WorkloadActual  95: 4194304 op, 870032900.00 ns, 207.4320 ns/op
WorkloadActual  96: 4194304 op, 852708500.00 ns, 203.3015 ns/op
WorkloadActual  97: 4194304 op, 977141900.00 ns, 232.9688 ns/op
WorkloadActual  98: 4194304 op, 963009900.00 ns, 229.5995 ns/op
WorkloadActual  99: 4194304 op, 987311300.00 ns, 235.3934 ns/op
WorkloadActual  100: 4194304 op, 957507500.00 ns, 228.2876 ns/op

WorkloadResult   1: 4194304 op, 948307800.00 ns, 226.0942 ns/op
WorkloadResult   2: 4194304 op, 935299600.00 ns, 222.9928 ns/op
WorkloadResult   3: 4194304 op, 879786600.00 ns, 209.7575 ns/op
WorkloadResult   4: 4194304 op, 846167800.00 ns, 201.7421 ns/op
WorkloadResult   5: 4194304 op, 845817400.00 ns, 201.6586 ns/op
WorkloadResult   6: 4194304 op, 918416400.00 ns, 218.9675 ns/op
WorkloadResult   7: 4194304 op, 772487800.00 ns, 184.1754 ns/op
WorkloadResult   8: 4194304 op, 839583600.00 ns, 200.1723 ns/op
WorkloadResult   9: 4194304 op, 831768400.00 ns, 198.3090 ns/op
WorkloadResult  10: 4194304 op, 850175400.00 ns, 202.6976 ns/op
WorkloadResult  11: 4194304 op, 820566400.00 ns, 195.6383 ns/op
WorkloadResult  12: 4194304 op, 894393500.00 ns, 213.2400 ns/op
WorkloadResult  13: 4194304 op, 829868800.00 ns, 197.8561 ns/op
WorkloadResult  14: 4194304 op, 872539600.00 ns, 208.0297 ns/op
WorkloadResult  15: 4194304 op, 821480400.00 ns, 195.8562 ns/op
WorkloadResult  16: 4194304 op, 806720200.00 ns, 192.3371 ns/op
WorkloadResult  17: 4194304 op, 851439000.00 ns, 202.9989 ns/op
WorkloadResult  18: 4194304 op, 821477400.00 ns, 195.8555 ns/op
WorkloadResult  19: 4194304 op, 843283200.00 ns, 201.0544 ns/op
WorkloadResult  20: 4194304 op, 817927400.00 ns, 195.0091 ns/op
WorkloadResult  21: 4194304 op, 910873100.00 ns, 217.1691 ns/op
WorkloadResult  22: 4194304 op, 850752100.00 ns, 202.8351 ns/op
WorkloadResult  23: 4194304 op, 852031000.00 ns, 203.1400 ns/op
WorkloadResult  24: 4194304 op, 873451700.00 ns, 208.2471 ns/op
WorkloadResult  25: 4194304 op, 835635200.00 ns, 199.2310 ns/op
WorkloadResult  26: 4194304 op, 863785000.00 ns, 205.9424 ns/op
WorkloadResult  27: 4194304 op, 850699300.00 ns, 202.8225 ns/op
WorkloadResult  28: 4194304 op, 777136800.00 ns, 185.2839 ns/op
WorkloadResult  29: 4194304 op, 779389200.00 ns, 185.8209 ns/op
WorkloadResult  30: 4194304 op, 765910100.00 ns, 182.6072 ns/op
WorkloadResult  31: 4194304 op, 771073100.00 ns, 183.8382 ns/op
WorkloadResult  32: 4194304 op, 781155300.00 ns, 186.2419 ns/op
WorkloadResult  33: 4194304 op, 761391100.00 ns, 181.5298 ns/op
WorkloadResult  34: 4194304 op, 771667700.00 ns, 183.9799 ns/op
WorkloadResult  35: 4194304 op, 792828800.00 ns, 189.0251 ns/op
WorkloadResult  36: 4194304 op, 777819700.00 ns, 185.4467 ns/op
WorkloadResult  37: 4194304 op, 772401500.00 ns, 184.1549 ns/op
WorkloadResult  38: 4194304 op, 802426500.00 ns, 191.3134 ns/op
WorkloadResult  39: 4194304 op, 804710200.00 ns, 191.8579 ns/op
WorkloadResult  40: 4194304 op, 804431300.00 ns, 191.7914 ns/op
WorkloadResult  41: 4194304 op, 793791400.00 ns, 189.2546 ns/op
WorkloadResult  42: 4194304 op, 790123000.00 ns, 188.3800 ns/op
WorkloadResult  43: 4194304 op, 776371000.00 ns, 185.1013 ns/op
WorkloadResult  44: 4194304 op, 794658900.00 ns, 189.4614 ns/op
WorkloadResult  45: 4194304 op, 902817700.00 ns, 215.2485 ns/op
WorkloadResult  46: 4194304 op, 884818900.00 ns, 210.9573 ns/op
WorkloadResult  47: 4194304 op, 937333700.00 ns, 223.4778 ns/op
WorkloadResult  48: 4194304 op, 882713600.00 ns, 210.4553 ns/op
WorkloadResult  49: 4194304 op, 887055000.00 ns, 211.4904 ns/op
WorkloadResult  50: 4194304 op, 970522600.00 ns, 231.3906 ns/op
WorkloadResult  51: 4194304 op, 892369700.00 ns, 212.7575 ns/op
WorkloadResult  52: 4194304 op, 856793700.00 ns, 204.2755 ns/op
WorkloadResult  53: 4194304 op, 834017700.00 ns, 198.8453 ns/op
WorkloadResult  54: 4194304 op, 934798400.00 ns, 222.8733 ns/op
WorkloadResult  55: 4194304 op, 989834700.00 ns, 235.9950 ns/op
WorkloadResult  56: 4194304 op, 952648900.00 ns, 227.1292 ns/op
WorkloadResult  57: 4194304 op, 941605900.00 ns, 224.4963 ns/op
WorkloadResult  58: 4194304 op, 868920700.00 ns, 207.1668 ns/op
WorkloadResult  59: 4194304 op, 965321300.00 ns, 230.1505 ns/op
WorkloadResult  60: 4194304 op, 969956500.00 ns, 231.2557 ns/op
WorkloadResult  61: 4194304 op, 879139600.00 ns, 209.6032 ns/op
WorkloadResult  62: 4194304 op, 979472500.00 ns, 233.5244 ns/op
WorkloadResult  63: 4194304 op, 902181800.00 ns, 215.0969 ns/op
WorkloadResult  64: 4194304 op, 958621600.00 ns, 228.5532 ns/op
WorkloadResult  65: 4194304 op, 1010106700.00 ns, 240.8282 ns/op
WorkloadResult  66: 4194304 op, 853919500.00 ns, 203.5903 ns/op
WorkloadResult  67: 4194304 op, 880079500.00 ns, 209.8273 ns/op
WorkloadResult  68: 4194304 op, 814584400.00 ns, 194.2121 ns/op
WorkloadResult  69: 4194304 op, 826137000.00 ns, 196.9664 ns/op
WorkloadResult  70: 4194304 op, 874381500.00 ns, 208.4688 ns/op
WorkloadResult  71: 4194304 op, 888245600.00 ns, 211.7743 ns/op
WorkloadResult  72: 4194304 op, 878261500.00 ns, 209.3939 ns/op
WorkloadResult  73: 4194304 op, 912350100.00 ns, 217.5212 ns/op
WorkloadResult  74: 4194304 op, 934680500.00 ns, 222.8452 ns/op
WorkloadResult  75: 4194304 op, 918427000.00 ns, 218.9701 ns/op
WorkloadResult  76: 4194304 op, 930560100.00 ns, 221.8628 ns/op
WorkloadResult  77: 4194304 op, 910484400.00 ns, 217.0764 ns/op
WorkloadResult  78: 4194304 op, 837874400.00 ns, 199.7648 ns/op
WorkloadResult  79: 4194304 op, 861111200.00 ns, 205.3049 ns/op
WorkloadResult  80: 4194304 op, 947990000.00 ns, 226.0184 ns/op
WorkloadResult  81: 4194304 op, 944521000.00 ns, 225.1914 ns/op
